Temps simulation; 40h;;;;;; 80h;;;;;; 160h;;;;;; 240h;;;;;;
Variable; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;
Simulation n°464;1.632; 2.285; 0.409; 0.133; 0.622;56; 1.025; 1.372; 1.999; 0.825; 0.768;107; 0.798; 1.012; 1.289; 0.379; 0.609;203; 1.929; 2.468; 1.1; 0.385; 0.688;307; 
Simulation n°465;0.726; 0.726; 1.422; 0.32; 0.459;40; 3.038; 3.95; 0.468; 0.181; 0.791;104; 2.173; 2.771; 1.261; 0.426; 0.646;204; 2.176; 2.902; 2.458; 1.045; 0.877;320; 
Simulation n°466;1.42; 1.881; 4.456; 2.562; 0.865;53; 1.026; 1.36; 1.795; 0.74; 0.797;106; 2.98; 4.284; 3.991; 1.522; 0.795;230; 2.179; 2.723; 1.01; 0.328; 0.668;300; 
Simulation n°467;0.959; 1.294; 2.595; 1.168; 0.883;54; 2.79; 3.767; 8.205; 4.41; 0.969;108; 1.054; 1.225; 1.971; 0.714; 0.76;186; 1.432; 1.79; 2.44; 0.905; 0.773;300; 
Simulation n°468;0.697; 0.749; 2.7; 1.013; 0.784;43; 1.753; 2.52; 2.064; 0.903; 0.929;115; 3.756; 5.212; 3.575; 1.363; 0.802;222; 2.422; 3.219; 4.621; 1.945; 0.866;319; 
Simulation n°469;1.083; 1.57; 1.781; 0.624; 0.62;58; 2.118; 2.885; 3.408; 1.321; 0.743;109; 0.86; 1.042; 0.698; 0.253; 0.721;194; 2.961; 3.911; 3.431; 1.358; 0.783;317; 
Simulation n°470;3.711; 6.495; 0.077; 0.015; 0.378;70; 1.777; 2.11; 1.497; 0.58; 0.775;95; 2.236; 2.809; 1.584; 0.564; 0.717;201; 1.512; 1.877; 0.733; 0.238; 0.637;298; 
Simulation n°471;1.859; 2.463; 0.456; 0.125; 0.524;53; 3.177; 4.488; 0.418; 0.141; 0.672;113; 1.733; 2.361; 6.896; 2.931; 0.896;218; 2.399; 3.029; 4.328; 1.641; 0.799;303; 
Simulation n°472;2.539; 3.872; 3.291; 1.974; 0.867;61; 1.093; 1.298; 0.918; 0.264; 0.587;95; 2.057; 2.892; 5.102; 2.232; 0.859;225; 2.694; 3.738; 2.051; 0.829; 0.814;333; 
Simulation n°473;2.786; 4.806; 3.114; 1.323; 0.927;69; 2.392; 3.17; 1.505; 0.527; 0.706;106; 3.958; 5.393; 1.887; 0.66; 0.708;218; 1.6; 2.119; 5.72; 2.455; 0.874;318; 
Simulation n°474;0.831; 1.1; 0.325; 0.105; 0.682;53; 0.76; 0.893; 0.744; 0.186; 0.491;94; 3.016; 3.958; 1.996; 0.773; 0.774;210; 6.401; 9.762; 3.468; 1.546; 0.868;366; 
Simulation n°475;0.727; 1.072; 0.771; 0.193; 0.489;59; 1.344; 1.865; 1.412; 0.547; 0.791;111; 2.101; 2.981; 2.382; 0.863; 0.754;227; 2.204; 2.883; 1.998; 0.774; 0.808;314; 
Simulation n°476;2.014; 2.467; 1.667; 0.75; 0.794;49; 1.61; 2.113; 2.369; 1.125; 0.86;105; 1.175; 1.586; 1.606; 0.612; 0.723;216; 1.786; 2.336; 4.204; 1.437; 0.717;314; 
Simulation n°477;0.609; 0.701; 1.074; 0.43; 0.73;46; 1.128; 1.494; 1.855; 0.789; 0.835;106; 3.624; 5.187; 6.306; 2.916; 0.916;229; 3.167; 4.632; 3.159; 1.237; 0.793;351; 
Simulation n°478;0.975; 1.243; 0.908; 0.318; 0.672;51; 1.845; 2.514; 6.348; 2.936; 0.886;109; 2.982; 3.672; 2.419; 0.817; 0.693;197; 2.231; 3.002; 6.881; 3.183; 0.94;323; 
Simulation n°479;3.264; 5.059; 0.784; 0.235; 0.674;62; 0.665; 0.724; 1.31; 0.426; 0.656;87; 1.502; 1.971; 1.943; 0.826; 0.862;210; 1.437; 1.803; 5.472; 2.28; 0.863;301; 
Simulation n°480;5.147; 9.136; 0.502; 0.176; 0.63;71; 1.295; 1.667; 2.227; 0.779; 0.701;103; 1.932; 2.668; 2.962; 1.351; 0.918;221; 2.439; 3.161; 2.311; 0.867; 0.808;311; 
Simulation n°481;1.595; 2.432; 3.061; 1.76; 0.92;61; 1.044; 1.318; 1.835; 0.573; 0.572;101; 3.296; 4.574; 5.587; 2.375; 0.834;222; 2.711; 3.762; 4.606; 1.746; 0.78;333; 
Simulation n°482;0.838; 1.111; 0.254; 0.095; 0.699;53; 2.347; 3.638; 2.997; 1.386; 0.909;124; 1.731; 2.012; 3.055; 1.356; 0.89;186; 2.536; 3.805; 3.096; 1.341; 0.899;360; 
Simulation n°483;0.74; 0.943; 2.118; 0.953; 0.636;51; 1.945; 2.334; 2.087; 0.809; 0.774;96; 5.075; 7.549; 2.004; 0.776; 0.787;238; 1.595; 2.04; 1.686; 0.639; 0.778;307; 
Simulation n°484;0.464; 0.487; 0.209; 0.073; 0.715;42; 1.81; 2.352; 1.176; 0.456; 0.817;104; 1.303; 1.621; 0.614; 0.211; 0.634;199; 2.23; 2.917; 1.738; 0.608; 0.706;314; 
Simulation n°485;2.014; 3.022; 1.59; 0.676; 0.728;60; 0.869; 1.01; 2.276; 0.711; 0.648;93; 2.177; 2.817; 2.061; 0.811; 0.748;207; 3.675; 5.267; 1.735; 0.687; 0.787;344; 
Simulation n°486;0.609; 0.761; 2.63; 1.249; 0.885;50; 2.896; 4.127; 1.392; 0.453; 0.658;114; 1.066; 1.293; 2.941; 1.176; 0.826;194; 2.313; 3.084; 3.223; 1.343; 0.855;320; 
Simulation n°487;0.926; 1.204; 1.336; 0.568; 0.762;52; 0.975; 1.17; 0.284; 0.085; 0.588;96; 5.478; 8.217; 3.727; 1.701; 0.898;240; 2.713; 3.934; 7.024; 3.073; 0.892;348; 
Simulation n°488;0.996; 1.245; 0.551; 0.152; 0.592;50; 1.61; 2.013; 0.513; 0.167; 0.634;100; 1.623; 2.14; 2.086; 0.756; 0.743;211; 1.875; 2.399; 1.082; 0.338; 0.633;307; 
Simulation n°489;0.951; 1.165; 2.592; 1.231; 0.752;49; 1.623; 2.272; 1.817; 0.727; 0.823;112; 2.926; 3.84; 4.482; 1.709; 0.802;210; 3.311; 4.345; 2.494; 1.049; 0.784;315; 
Simulation n°490;1.938; 2.664; 0.17; 0.055; 0.654;55; 2.212; 3.345; 1.308; 0.54; 0.777;121; 3.506; 5.062; 2.282; 0.813; 0.74;231; 8.678; 13.126; 6.591; 2.691; 0.779;363; 
Simulation n°491;0.685; 0.924; 0.972; 0.364; 0.711;54; 5.179; 7.769; 2.741; 1.234; 0.792;120; 2.822; 3.863; 1.662; 0.582; 0.725;219; 2.218; 3.078; 4.802; 2.201; 0.904;333; 
Simulation n°492;2.183; 3.002; 0.822; 0.349; 0.716;55; 3.003; 3.304; 1.545; 0.502; 0.634;88; 1.797; 2.527; 2.171; 0.896; 0.836;225; 1.255; 1.574; 2.082; 0.789; 0.783;301; 
Simulation n°493;0.883; 1.303; 1.653; 0.868; 0.855;59; 2.361; 3.63; 3.948; 1.727; 0.853;123; 5.68; 8.058; 5.863; 2.822; 0.963;227; 1.274; 1.54; 1.54; 0.584; 0.758;290; 
Simulation n°494;1.227; 1.87; 1.813; 0.861; 0.762;61; 1.781; 2.449; 1.614; 0.525; 0.671;110; 2.562; 3.539; 1.516; 0.606; 0.784;221; 1.794; 2.227; 3.609; 1.459; 0.819;298; 
Simulation n°495;0.591; 0.68; 1.687; 0.59; 0.708;46; 1.45; 1.885; 3.774; 1.604; 0.75;104; 2.422; 3.149; 2.324; 0.857; 0.738;208; 3.565; 5.243; 1.839; 0.674; 0.754;353; 
Simulation n°496;1.968; 2.853; 1.751; 0.876; 0.901;58; 1.224; 1.638; 2.627; 1.051; 0.835;107; 1.275; 1.697; 2.658; 1.063; 0.741;213; 2.44; 3.243; 3.739; 1.449; 0.81;319; 
Simulation n°497;0.818; 1.083; 0.42; 0.126; 0.619;53; 1.625; 2.132; 0.665; 0.249; 0.753;105; 4.651; 6.831; 3.696; 1.709; 0.911;235; 2.279; 2.924; 0.692; 0.231; 0.674;308; 
Simulation n°498;0.531; 0.531; 0.0; 0.0; 0.476;40; 2.503; 3.567; 0.991; 0.372; 0.768;114; 3.279; 4.877; 5.548; 2.531; 0.888;238; 4.358; 6.12; 4.353; 1.777; 0.819;337; 
Simulation n°499;0.382; 0.496; 3.266; 1.306; 0.75;52; 1.018; 1.324; 3.616; 1.447; 0.85;104; 1.742; 2.253; 1.573; 0.649; 0.817;207; 2.481; 3.174; 2.455; 0.921; 0.709;307; 
Simulation n°500;0.714; 0.91; 0.135; 0.03; 0.319;51; 0.643; 0.787; 2.251; 0.647; 0.525;98; 0.837; 0.989; 3.516; 1.45; 0.819;189; 1.891; 2.411; 2.196; 0.851; 0.783;306; 
Simulation n°501;0.258; 0.206; 0.313; 0.055; 0.383;32; 1.473; 1.971; 0.737; 0.258; 0.71;107; 2.423; 3.225; 2.266; 0.821; 0.74;213; 2.126; 2.728; 0.848; 0.275; 0.665;308; 
Simulation n°502;1.296; 1.523; 6.234; 2.805; 0.816;47; 3.592; 5.657; 2.971; 1.3; 0.928;126; 6.16; 9.702; 12.238; 6.501; 0.925;252; 2.093; 2.695; 2.38; 0.912; 0.827;309; 
Simulation n°503;0.822; 1.131; 1.374; 0.549; 0.802;55; 1.695; 2.161; 0.548; 0.206; 0.726;102; 7.957; 11.787; 7.196; 3.328; 0.904;237; 4.476; 6.49; 3.976; 1.773; 0.91;348; 
Simulation n°504;1.919; 2.399; 3.975; 1.789; 0.703;50; 0.796; 1.044; 0.335; 0.08; 0.5;105; 1.335; 1.778; 8.349; 4.07; 0.949;213; 1.446; 1.958; 3.404; 1.518; 0.893;325; 
Simulation n°505;0.606; 0.621; 0.925; 0.347; 0.603;41; 2.17; 3.065; 0.937; 0.41; 0.769;113; 2.001; 2.751; 6.653; 3.077; 0.919;220; 2.35; 3.26; 4.374; 1.841; 0.868;333; 
Simulation n°506;2.152; 3.121; 0.638; 0.207; 0.622;58; 1.991; 2.663; 1.24; 0.341; 0.547;107; 2.592; 3.613; 3.104; 1.416; 0.811;223; 2.308; 3.193; 1.222; 0.417; 0.709;332; 
Simulation n°507;2.285; 3.371; 1.12; 0.448; 0.701;59; 1.406; 1.863; 2.55; 1.211; 0.829;106; 2.15; 2.836; 1.512; 0.501; 0.69;211; 1.479; 1.892; 1.741; 0.696; 0.847;307; 
Simulation n°508;4.917; 7.744; 2.761; 1.519; 0.813;63; 0.584; 0.664; 1.015; 0.342; 0.638;91; 2.253; 2.914; 2.153; 0.781; 0.715;207; 1.182; 1.468; 2.867; 1.016; 0.699;298; 
Simulation n°509;1.364; 1.875; 0.486; 0.17; 0.685;55; 0.677; 0.702; 0.262; 0.066; 0.52;83; 1.12; 1.323; 1.652; 0.516; 0.652;189; 3.963; 5.713; 3.516; 1.451; 0.865;346; 
Simulation n°510;1.814; 2.267; 0.15; 0.037; 0.538;50; 1.065; 1.278; 2.627; 1.182; 0.805;96; 2.841; 3.941; 1.744; 0.708; 0.829;222; 2.825; 3.778; 1.781; 0.66; 0.751;321; 
Simulation n°511;0.696; 0.765; 0.682; 0.273; 0.789;44; 0.678; 0.805; 2.025; 0.81; 0.796;95; 1.389; 1.884; 0.867; 0.32; 0.755;217; 2.611; 3.786; 4.209; 1.789; 0.866;348; 
Simulation n°512;1.147; 1.463; 0.0; 0.0; 0.581;51; 1.226; 1.624; 2.433; 0.943; 0.69;106; 2.698; 3.659; 2.42; 0.892; 0.719;217; 1.203; 1.655; 3.565; 1.441; 0.79;330; 
Simulation n°513;1.787; 2.546; 1.562; 0.742; 0.755;57; 2.349; 2.937; 0.894; 0.313; 0.674;100; 2.413; 3.318; 2.709; 1.151; 0.856;220; 2.005; 2.515; 1.634; 0.592; 0.74;301; 
Simulation n°514;1.605; 2.207; 5.771; 3.462; 0.944;55; 2.686; 4.567; 6.391; 3.275; 0.842;136; 1.528; 2.207; 1.901; 0.784; 0.804;231; 1.553; 2.122; 2.579; 0.978; 0.781;328; 
Simulation n°515;0.482; 0.566; 2.162; 0.919; 0.839;47; 2.58; 3.451; 1.016; 0.33; 0.62;107; 1.667; 2.178; 1.77; 0.73; 0.858;209; 1.872; 2.426; 3.059; 1.198; 0.792;311; 
Simulation n°516;2.385; 3.399; 1.006; 0.478; 0.89;57; 1.652; 2.271; 1.027; 0.334; 0.7;110; 2.077; 2.7; 0.738; 0.244; 0.688;208; 2.276; 3.176; 2.217; 0.832; 0.732;335; 
Simulation n°517;0.459; 0.574; 1.739; 0.565; 0.543;50; 1.345; 1.799; 1.781; 0.668; 0.743;107; 2.828; 3.606; 2.37; 0.933; 0.803;204; 1.756; 2.202; 8.992; 3.597; 0.826;301; 
Simulation n°518;1.53; 2.142; 0.096; 0.026; 0.561;56; 1.038; 1.323; 2.682; 1.006; 0.763;102; 2.867; 4.085; 2.619; 1.146; 0.852;228; 2.79; 3.755; 0.76; 0.234; 0.635;323; 
Simulation n°519;1.478; 1.922; 0.894; 0.268; 0.58;52; 1.154; 1.544; 2.43; 0.972; 0.778;107; 2.885; 3.859; 2.54; 1.08; 0.864;214; 1.221; 1.491; 4.865; 1.885; 0.811;293; 
Simulation n°520;1.253; 1.66; 4.705; 2.705; 0.88;53; 1.468; 1.853; 3.614; 1.491; 0.708;101; 2.744; 3.618; 0.972; 0.334; 0.65;211; 3.071; 4.287; 0.636; 0.231; 0.698;335; 
Simulation n°521;2.507; 3.697; 0.529; 0.172; 0.642;59; 2.321; 2.989; 2.569; 1.06; 0.819;103; 1.17; 1.397; 1.426; 0.499; 0.665;191; 2.892; 3.916; 2.884; 1.19; 0.836;325; 
Simulation n°522;1.99; 3.135; 2.309; 1.212; 0.841;63; 2.342; 3.514; 4.733; 2.367; 0.766;120; 1.474; 1.806; 1.775; 0.643; 0.719;196; 2.892; 3.941; 2.784; 1.102; 0.809;327; 
Simulation n°523;1.227; 1.809; 2.311; 1.213; 0.846;59; 0.662; 0.786; 1.802; 0.698; 0.757;95; 1.334; 1.735; 2.331; 0.874; 0.714;208; 2.966; 3.893; 0.676; 0.237; 0.712;315; 
Simulation n°524;0.477; 0.501; 0.965; 0.289; 0.503;42; 2.991; 4.374; 2.154; 0.996; 0.805;117; 1.083; 1.239; 5.576; 2.196; 0.831;183; 1.317; 1.695; 1.443; 0.505; 0.71;309; 
Simulation n°525;0.995; 1.443; 0.964; 0.362; 0.784;58; 2.536; 3.296; 1.881; 0.658; 0.715;104; 1.173; 1.385; 1.958; 0.71; 0.748;189; 2.444; 3.229; 3.665; 1.695; 0.912;317; 
Simulation n°526;0.433; 0.519; 3.153; 1.813; 0.929;48; 3.135; 4.349; 2.259; 0.988; 0.824;111; 1.77; 2.357; 6.195; 2.478; 0.819;213; 4.698; 6.617; 6.0; 2.725; 0.842;338; 
Simulation n°527;2.006; 3.009; 2.208; 0.994; 0.856;60; 5.431; 7.875; 4.322; 1.729; 0.796;116; 1.353; 1.708; 1.469; 0.542; 0.788;202; 1.969; 2.601; 2.129; 0.834; 0.748;317; 
Simulation n°528;1.213; 1.759; 5.056; 2.654; 0.959;58; 1.004; 1.141; 3.089; 1.236; 0.799;91; 2.436; 3.396; 6.118; 2.906; 0.864;223; 5.17; 7.216; 4.753; 1.842; 0.819;335; 
Simulation n°529;0.709; 0.851; 1.48; 0.629; 0.693;48; 1.102; 1.501; 4.151; 1.453; 0.746;109; 1.032; 1.315; 1.299; 0.512; 0.816;204; 1.349; 1.788; 1.01; 0.353; 0.693;318; 
Simulation n°530;0.971; 1.457; 2.433; 1.034; 0.719;60; 4.307; 6.622; 5.257; 2.103; 0.782;123; 1.471; 1.903; 1.338; 0.46; 0.697;207; 2.569; 3.296; 6.293; 2.465; 0.807;308; 
Simulation n°531;2.195; 3.348; 1.274; 0.478; 0.679;61; 1.31; 1.572; 0.518; 0.162; 0.649;96; 0.931; 1.076; 1.014; 0.323; 0.645;185; 4.618; 6.388; 1.672; 0.739; 0.854;332; 
Simulation n°532;2.726; 3.884; 1.472; 0.552; 0.72;57; 1.062; 1.301; 3.347; 1.38; 0.792;98; 1.492; 1.884; 1.987; 0.807; 0.833;202; 2.276; 3.035; 0.998; 0.366; 0.741;320; 
Simulation n°533;0.773; 0.966; 0.51; 0.166; 0.641;50; 2.219; 3.189; 3.323; 1.537; 0.804;115; 2.73; 3.959; 2.818; 1.11; 0.824;232; 2.723; 3.824; 2.177; 0.898; 0.847;337; 
Simulation n°534;0.944; 1.227; 0.958; 0.407; 0.633;52; 2.117; 2.99; 6.413; 3.046; 0.905;113; 2.285; 3.241; 3.992; 1.771; 0.77;227; 2.293; 2.933; 0.747; 0.274; 0.73;307; 
Simulation n°535;2.594; 4.668; 1.221; 0.549; 0.816;72; 1.509; 2.075; 1.773; 0.754; 0.884;110; 1.876; 2.497; 5.694; 2.491; 0.916;213; 1.099; 1.35; 2.445; 0.988; 0.807;295; 
Simulation n°536;1.232; 1.601; 0.75; 0.244; 0.561;52; 2.05; 2.768; 1.193; 0.373; 0.655;108; 0.922; 1.181; 1.596; 0.589; 0.749;205; 1.954; 2.458; 3.278; 1.311; 0.833;302; 
Simulation n°537;0.592; 0.711; 1.139; 0.399; 0.781;48; 0.942; 1.178; 1.36; 0.527; 0.754;100; 1.472; 1.932; 1.478; 0.545; 0.736;210; 5.935; 8.259; 2.539; 1.111; 0.84;334; 
Simulation n°538;2.463; 3.571; 2.797; 1.538; 0.837;58; 2.71; 3.692; 2.527; 0.884; 0.712;109; 1.505; 1.946; 2.97; 1.262; 0.885;207; 2.731; 3.55; 2.167; 0.885; 0.848;312; 
Simulation n°539;0.894; 0.962; 0.328; 0.082; 0.471;43; 3.322; 4.194; 2.702; 1.148; 0.859;101; 2.308; 2.987; 1.451; 0.589; 0.816;207; 3.112; 4.382; 4.443; 1.888; 0.881;338; 
Simulation n°540;0.98; 1.151; 1.867; 0.7; 0.775;47; 0.958; 1.27; 0.7; 0.236; 0.657;106; 1.413; 1.801; 1.289; 0.467; 0.729;204; 4.291; 6.026; 1.595; 0.618; 0.769;337; 
Simulation n°541;2.079; 3.014; 0.482; 0.096; 0.437;58; 1.202; 1.623; 2.887; 1.227; 0.785;108; 3.002; 4.278; 1.465; 0.549; 0.712;228; 1.128; 1.368; 0.875; 0.313; 0.733;291; 
Simulation n°542;0.834; 1.001; 0.399; 0.12; 0.589;48; 1.302; 1.628; 1.664; 0.707; 0.697;100; 2.918; 3.812; 3.649; 1.597; 0.889;209; 1.246; 1.506; 6.227; 2.621; 0.851;290; 
Simulation n°543;2.038; 3.158; 1.15; 0.489; 0.755;62; 2.607; 3.487; 1.196; 0.419; 0.698;107; 2.322; 2.961; 2.175; 0.843; 0.732;204; 3.49; 4.799; 1.823; 0.638; 0.728;330; 
Simulation n°544;1.083; 1.273; 0.551; 0.165; 0.617;47; 1.391; 1.67; 1.86; 0.674; 0.685;96; 3.408; 4.388; 1.135; 0.419; 0.737;206; 2.359; 3.116; 2.319; 0.831; 0.733;317; 
Simulation n°545;1.693; 2.074; 2.559; 0.96; 0.66;49; 0.703; 0.861; 0.288; 0.09; 0.547;98; 3.234; 4.204; 2.264; 0.807; 0.725;208; 1.401; 1.798; 2.305; 0.864; 0.734;308; 
Simulation n°546;1.131; 1.668; 0.4; 0.12; 0.564;59; 1.441; 1.999; 0.413; 0.134; 0.674;111; 1.92; 2.675; 1.698; 0.7; 0.819;223; 1.38; 1.743; 3.885; 1.489; 0.771;303; 
Simulation n°547;0.584; 0.773; 1.765; 0.838; 0.943;53; 1.621; 2.31; 1.52; 0.589; 0.789;114; 1.388; 1.708; 1.013; 0.335; 0.684;197; 2.32; 2.997; 1.647; 0.611; 0.752;310; 
Simulation n°548;1.67; 2.881; 0.81; 0.324; 0.647;69; 3.287; 4.15; 0.462; 0.15; 0.583;101; 2.052; 2.744; 2.26; 0.918; 0.85;214; 2.599; 3.206; 2.468; 0.977; 0.821;296; 
Simulation n°549;1.111; 1.444; 0.349; 0.114; 0.609;52; 2.111; 2.559; 4.454; 2.227; 0.798;97; 0.975; 1.231; 2.59; 1.052; 0.866;202; 3.356; 4.824; 2.658; 1.141; 0.856;345; 
Simulation n°550;1.928; 2.747; 0.432; 0.14; 0.615;57; 5.677; 9.509; 2.946; 1.436; 0.827;134; 2.008; 2.522; 2.53; 0.933; 0.749;201; 1.468; 1.896; 1.576; 0.558; 0.693;310; 
Simulation n°551;0.698; 0.855; 0.734; 0.294; 0.757;49; 1.243; 1.507; 1.796; 0.561; 0.566;97; 2.054; 2.863; 1.831; 0.79; 0.808;223; 1.621; 2.142; 1.494; 0.517; 0.667;317; 
Simulation n°552;1.169; 1.373; 1.006; 0.352; 0.735;47; 0.891; 1.058; 0.534; 0.154; 0.602;95; 1.23; 1.491; 2.431; 0.988; 0.826;194; 2.503; 3.358; 3.919; 1.372; 0.762;322; 
Simulation n°553;1.976; 2.816; 4.811; 2.045; 0.918;57; 1.341; 1.743; 3.907; 1.661; 0.895;104; 1.632; 2.101; 1.048; 0.406; 0.795;206; 7.896; 11.186; 3.704; 1.59; 0.894;340; 
Simulation n°554;1.972; 2.662; 3.29; 1.727; 0.802;54; 1.316; 1.678; 3.216; 1.286; 0.862;102; 1.242; 1.576; 1.115; 0.313; 0.602;203; 1.923; 2.484; 1.637; 0.594; 0.699;310; 
Simulation n°555;0.839; 1.006; 2.065; 0.723; 0.739;48; 0.802; 0.992; 0.892; 0.323; 0.721;99; 1.305; 1.607; 5.176; 1.747; 0.719;197; 1.634; 2.328; 7.232; 3.345; 0.923;342; 
Simulation n°556;2.414; 3.44; 3.069; 1.381; 0.718;57; 0.999; 1.161; 0.357; 0.116; 0.646;93; 4.897; 7.591; 5.679; 2.733; 0.872;248; 7.262; 10.076; 1.793; 0.59; 0.704;333; 
Simulation n°557;1.26; 1.575; 0.738; 0.221; 0.613;50; 0.78; 0.907; 0.203; 0.056; 0.551;93; 1.97; 2.623; 1.994; 0.723; 0.757;213; 2.019; 2.726; 0.902; 0.308; 0.691;324; 
Simulation n°558;1.025; 1.435; 1.897; 0.712; 0.724;56; 1.478; 1.625; 4.157; 1.611; 0.815;88; 4.403; 6.192; 1.03; 0.348; 0.657;225; 1.91; 2.658; 1.328; 0.487; 0.751;334; 
Simulation n°559;0.474; 0.533; 0.106; 0.029; 0.555;45; 0.995; 1.194; 6.237; 3.04; 0.776;96; 7.037; 11.083; 10.502; 4.792; 0.937;252; 2.082; 2.863; 5.724; 2.337; 0.849;330; 
Simulation n°560;2.048; 2.867; 4.657; 2.678; 0.87;56; 1.047; 1.27; 1.742; 0.61; 0.689;97; 1.31; 1.482; 1.682; 0.683; 0.793;181; 2.225; 3.124; 1.484; 0.581; 0.784;337; 
Simulation n°561;1.299; 1.558; 0.956; 0.43; 0.746;48; 0.691; 0.734; 0.705; 0.185; 0.488;85; 1.509; 2.0; 5.853; 2.524; 0.883;212; 0.922; 1.092; 2.463; 0.985; 0.825;284; 
Simulation n°562;1.133; 1.359; 0.0; 0.0; 0.503;48; 1.193; 1.581; 2.424; 1.151; 0.875;106; 2.963; 4.167; 6.198; 2.828; 0.926;225; 1.674; 2.036; 1.203; 0.376; 0.606;292; 
Simulation n°563;0.748; 0.917; 0.659; 0.247; 0.731;49; 0.871; 1.285; 2.03; 0.863; 0.814;118; 3.236; 4.388; 3.137; 1.275; 0.786;217; 1.127; 1.446; 1.319; 0.462; 0.669;308; 
Simulation n°564;1.417; 2.019; 4.07; 2.035; 0.836;57; 1.61; 2.233; 2.442; 1.007; 0.78;111; 2.36; 3.26; 2.864; 1.092; 0.735;221; 1.801; 2.401; 2.449; 0.908; 0.757;320; 
Simulation n°565;1.161; 1.277; 3.9; 1.853; 0.786;44; 1.733; 2.382; 2.788; 1.22; 0.816;110; 2.136; 2.924; 2.581; 1.081; 0.856;219; 1.835; 2.53; 1.849; 0.794; 0.89;331; 
Simulation n°566;0.971; 1.287; 2.027; 0.861; 0.793;53; 3.066; 4.025; 1.245; 0.467; 0.736;105; 5.357; 7.667; 1.184; 0.451; 0.733;229; 5.146; 7.098; 11.307; 5.135; 0.864;331; 
Simulation n°567;3.485; 5.837; 1.983; 0.793; 0.809;67; 3.234; 4.973; 2.423; 1.09; 0.909;123; 1.891; 2.518; 1.565; 0.577; 0.748;213; 1.648; 2.176; 2.134; 0.845; 0.77;317; 
Simulation n°568;2.427; 3.822; 2.773; 1.04; 0.72;63; 1.877; 2.628; 2.063; 0.877; 0.789;112; 2.405; 3.352; 2.091; 0.81; 0.775;223; 4.17; 6.03; 1.635; 0.627; 0.789;347; 
Simulation n°569;1.187; 1.543; 1.087; 0.407; 0.581;52; 1.291; 1.597; 7.905; 4.249; 0.893;99; 1.76; 2.409; 2.383; 0.953; 0.79;219; 2.089; 2.768; 2.492; 1.028; 0.842;318; 
Simulation n°570;1.001; 1.401; 0.933; 0.327; 0.543;56; 1.518; 1.954; 1.271; 0.477; 0.706;103; 1.325; 1.739; 2.606; 1.107; 0.848;210; 3.078; 3.963; 2.092; 0.767; 0.769;309; 
Simulation n°571;1.332; 1.764; 1.138; 0.427; 0.661;53; 1.479; 2.181; 2.693; 1.144; 0.888;118; 8.299; 13.071; 2.513; 0.942; 0.79;252; 3.169; 4.08; 1.963; 0.761; 0.785;309; 
Simulation n°572;2.782; 4.034; 3.117; 1.637; 0.846;58; 1.448; 1.864; 0.791; 0.237; 0.644;103; 1.24; 1.659; 0.554; 0.194; 0.695;214; 1.628; 2.259; 2.045; 0.844; 0.833;333; 
Simulation n°573;1.218; 1.645; 0.921; 0.391; 0.746;54; 3.659; 5.534; 3.301; 1.527; 0.929;121; 1.405; 1.801; 0.626; 0.243; 0.791;205; 6.089; 8.727; 2.206; 0.919; 0.846;344; 
Simulation n°574;0.988; 1.284; 0.333; 0.117; 0.662;52; 1.063; 1.315; 0.526; 0.177; 0.64;99; 2.669; 3.503; 3.106; 1.301; 0.871;210; 2.65; 3.412; 5.529; 2.442; 0.931;309; 
Simulation n°575;0.968; 1.282; 4.272; 2.243; 0.912;53; 2.575; 3.766; 2.063; 0.851; 0.862;117; 3.308; 4.838; 2.68; 1.139; 0.885;234; 1.405; 1.767; 1.286; 0.445; 0.717;302; 
Simulation n°576;0.504; 0.629; 1.059; 0.424; 0.801;50; 4.416; 7.287; 1.896; 0.663; 0.732;132; 0.899; 1.09; 0.886; 0.294; 0.648;194; 2.158; 2.868; 5.384; 2.356; 0.904;319; 
Simulation n°577;1.614; 2.38; 0.224; 0.034; 0.356;59; 1.454; 1.799; 1.712; 0.621; 0.699;99; 1.176; 1.492; 1.4; 0.534; 0.748;203; 1.932; 2.375; 1.815; 0.734; 0.804;295; 
Simulation n°578;0.704; 0.915; 4.821; 2.41; 0.931;52; 2.286; 3.286; 3.752; 1.876; 0.864;115; 1.976; 2.804; 5.324; 2.429; 0.915;227; 3.287; 4.464; 5.942; 2.6; 0.918;326; 
Simulation n°579;1.005; 1.231; 2.557; 0.511; 0.396;49; 1.062; 1.314; 0.733; 0.238; 0.596;99; 2.103; 2.878; 3.676; 1.677; 0.88;219; 3.485; 4.777; 2.277; 0.911; 0.801;329; 
Simulation n°580;1.758; 1.89; 1.886; 0.424; 0.415;43; 3.542; 4.782; 0.802; 0.301; 0.789;108; 1.234; 1.636; 0.418; 0.144; 0.698;212; 2.784; 3.538; 8.621; 3.664; 0.835;305; 
